"quantidade_doadores","total_receita","media_receita","recursos_de_outros_candidatos.comites","recursos_de_partidos","recursos_de_pessoas_físicas","recursos_de_pessoas_juridicas","recursos_proprios","votos","quantidade_despesas","quantidade_fornecedores","media_despesa","sexo"
3,4800,1600,4217.5,6325.485,1800,28086,3000,1521,4,4,1200,2
3,2542.5,423.75,2242.5,6325.485,300,28086,5019.35,637,6,3,423.75,1
6,408200,45355.5555555556,4217.5,402500,4500,1200,5019.35,32843,207,100,1971.88922705314,2
1,100,100,4217.5,6325.485,100,28086,5019.35,55403,1,1,100,2
21,362237.5,6966.10576923077,277487.5,50000,34750,28086,5019.35,22778,308,129,1176.09577922078,2
46,2410463.23,33478.6559722222,105574.63,1849958.6,147030,220000,87900,15290,1011,796,2382.14744807122,2
6,31809.26,2446.86615384615,1531.64,6325.485,2250,1300,26727.62,3981,29,13,1096.87103448276,2
2,800,400,4217.5,6325.485,500,28086,300,508,2,2,400,2
9,1742321.25,42495.6402439024,1451.25,1275870,4550,465000,5019.35,161999,393,192,4433.29648854962,2
2,1448,724,4217.5,6325.485,1448,28086,5019.35,88,2,2,724,2
2,2526.72,842.24,2526.72,6325.485,4550,28086,5019.35,453,3,2,842.24,2
2,1211.26,302.815,1211.26,6325.485,4550,28086,5019.35,758,4,2,302.815,2
199,497781.6,2031.76163265306,35463.71,6325.485,216400,245917.89,5019.35,185638,309,70,1604.87498381877,2
2,3197.24,799.31,4217.5,1197.24,2000,28086,5019.35,360,4,2,799.31,2
11,66093.33,5084.10230769231,4217.5,6325.485,32760,18333.33,15000,1913,21,9,3147.30142857143,1
9,42350,3025,4217.5,6325.485,28350,28086,14000,9445,57,22,738.81052631579,2
51,254479.41,1743.00965753425,31329.41,116000,67800,34350,5000,63624,231,37,1101.52701298701,2
3,4410,1470,210,4000,200,28086,5019.35,307,3,3,1470,1
14,19797.7,1041.98421052632,4795.7,6325.485,8700,1500,4802,848,91,44,217.333956043956,1
2,5768.6,1442.15,4217.5,1768.6,4000,28086,5019.35,13,4,2,1442.15,1
1,412.5,412.5,412.5,6325.485,4550,28086,5019.35,545,1,1,412.5,1
1,2650,883.333333333333,2650,6325.485,4550,28086,5019.35,113,3,1,883.333333333333,1
2,13060.25,1632.53125,10810.25,6325.485,4550,2250,5019.35,2598,9,3,1451.13888888889,1
399,277202.6,448.547896440129,4217.5,6325.485,244956,546.6,4500,5174,255,96,1085.39141176471,2
3,34612.36,4944.62285714286,34244,6325.485,4550,28086,368.36,753,7,5,4944.62285714286,2
4,1523.81,217.687142857143,811.03,101.98,4550,28086,610.8,244,10,6,150.557,1
26,219647.07,4223.98211538462,10197.07,6325.485,115450,84000,10000,31720,189,91,1162.15380952381,2
1,7860.53,604.656153846154,7860.53,6325.485,4550,28086,5019.35,598,13,1,604.656153846154,2
135,1267482.43,7455.779,58271.58,356751.33,568955.67,110003.85,173500,115336,1146,850,1600.30397033159,2
7,9815.24,1226.905,2715.24,2000,1900,28086,3200,878,10,9,981.524,2
15,8207.83,341.992916666667,4217.5,3448.83,4650,28086,109,1243,17,3,482.813529411765,2
61,606718.68,9334.13353846154,900,20000,335668.68,250150,5019.35,14474,355,214,1708.96602816901,2
9,82052,3567.47826086957,2056,6325.485,7925,3140,68931,14972,51,23,1608.86274509804,2
6,3026.84,378.355,1806.84,270,200,28086,750,894,10,7,302.684,2
26,408844,12776.375,4217.5,190000,120674,80000,18170,59147,129,28,3167.87348837209,2
1,845.26,281.753333333333,845.26,6325.485,4550,28086,5019.35,596,3,1,281.753333333333,1
1,100,100,4217.5,6325.485,4550,28086,100,168,2,2,50,2
84,657090.4,3888.10887573965,74301,30000,166670,377169.4,7350,58938,772,148,851.036904145078,1
28,2991353.66,40423.6981081081,606.64,6325.485,40750,312500,2637497.02,85155,1895,1564,1578.55074406332,2
10,141425.09,8839.068125,4217.5,6325.485,23900,107225.09,10300,10186,142,115,995.951338028169,1
8,53520.8,3148.28235294118,4217.5,47920,4000.8,1600,5019.35,3021,78,32,686.164102564103,2
10,64329.06,4288.604,32107,619,27000,28086,4603.06,1548,41,22,1569.00146341463,2
5,7835,979.375,3135,4000,700,28086,5019.35,456,9,6,870.555555555556,1
4,7789,973.625,7239,6325.485,550,28086,5019.35,1376,13,7,599.153846153846,2
22,887350,28624.1935483871,4217.5,555000,46750,260000,25600,32877,351,117,2509.59316239316,2
5,37472.6,1703.3,20000,6325.485,6300,28086,11172.6,5179,72,32,520.411805555556,2
4,3270,654,4217.5,6325.485,1200,28086,2070,2927,18,7,181.666666666667,2
1,10000,10000,4217.5,6325.485,4550,28086,10000,3216,11,7,909.090909090909,2
4,7340,1835,4217.5,6325.485,7040,300,5019.35,1156,13,10,564.843846153846,2
55,2848348.49,23347.1187704918,349157.79,30000,632950,887700.02,948540.68,44655,2239,1310,1353.04330951318,2
12,108174,6760.875,6514,4860,82500,10000,4300,4048,36,18,3004.83333333333,2
18,763500,30540,4217.5,107000,186000,446500,24000,135929,377,313,2215.74172413793,2
3,63669.83,6366.983,4217.5,6325.485,4550,7769.83,55900,12510,71,33,896.662253521127,2
2,1234,411.333333333333,4217.5,228,4550,28086,1006,1137,3,3,411.333333333333,2
1,2325,581.25,2325,6325.485,4550,28086,5019.35,1095,4,1,581.25,1
83,1978720,14443.2116788321,4217.5,1263500,101220,555000,59000,140868,1244,535,1590.61097266881,2
3,1345,336.25,4217.5,625,720,28086,5019.35,14,4,3,336.25,2
1,15000,7500,4217.5,15000,4550,28086,5019.35,779,20,19,750,1
1,3465,1732.5,4217.5,3465,4550,28086,5019.35,2149,2,1,1732.5,2
9,55635.85,6181.76111111111,4217.5,6325.485,53535.85,2100,5019.35,28585,32,12,1738.6203125,2
59,639104.54,7518.87694117647,10601.89,50000,436387,142115.65,5019.35,42058,135,34,4734.1077037037,2
4,26240.58,2186.715,14988.5,8252.08,3000,28086,5019.35,380,25,14,1049.6232,1
8,11010,846.923076923077,4217.5,3352,1548,3610,2500,3871,84,36,131.064642857143,2
4,1474,368.5,675,99,700,28086,5019.35,1110,4,4,368.5,2
4,4320,540,4217.5,6325.485,4320,28086,5019.35,141,8,4,540,2
14,1581508,43930.7777777778,971801.68,6325.485,63200,175000,371506.32,54813,1308,940,1351.50906727829,2
5,45560.68,3796.72333333333,4217.5,37500,6999,28086,1061.68,2474,113,38,403.19185840708,2
1,840,840,840,6325.485,4550,28086,5019.35,141,1,1,840,1
7,17320,1924.44444444444,2000,8000,3820,28086,3500,4805,47,41,368.510212765957,1
5,6478.7,809.8375,4217.5,6325.485,2700,3778.7,5019.35,912,13,8,519.007692307692,2
3,2005.51,668.503333333333,557.51,6325.485,1448,28086,5019.35,119,3,3,668.503333333333,1
5,76045,9505.625,67855,290,5000,2000,900,5249,53,31,1434.63396226415,2
1,515.88,103.176,4217.5,515.88,4550,28086,5019.35,126,5,1,103.176,1
7,164230,20528.75,105780,45000,12000,450,1000,5308,168,77,976.570952380952,2
2,1762.5,440.625,4217.5,6325.485,500,28086,1262.5,292,4,4,439,2
1,7354.5,1470.9,4217.5,7354.5,4550,28086,5019.35,1541,7,4,1050.64285714286,2
1,7291.17,455.698125,4217.5,7291.17,4550,28086,5019.35,1634,16,1,455.698125,2
1,350,350,4217.5,6325.485,350,28086,5019.35,73,1,1,350,1
3,16383.16,3276.632,15883.16,6325.485,500,28086,5019.35,359,11,7,1489.37818181818,2
8,960000,80000,4217.5,635000,210000,110000,5000,38552,204,156,4705.88235294118,2
3,1836,459,4217.5,6325.485,1086,28086,750,374,5,4,332.2,2
15,11326,539.333333333333,1276,6325.485,9750,300,5019.35,564,21,15,539.333333333333,1
20,230771.96,2884.6495,4217.5,6325.485,7012,92115,131644.96,43026,281,140,1366.70274021352,2
8,65913.46,3877.26235294118,54289.46,5000,500,600,5524,13958,62,34,1060.69774193548,1
6,17615,1036.17647058824,737.5,1627.5,3750,28086,11500,3105,25,14,704.6,2
48,455021.98,6148.94567567568,41339.87,6325.485,77010,166292.46,170379.65,109591,696,286,653.767227011494,2
63,208823.42,1898.39472727273,11346.38,6325.485,85800,20177.04,91500,9152,159,86,1312.14264150943,2
2,4781,1593.66666666667,4200,6325.485,4550,28086,581,493,8,3,617.425,2
2,720,360,4217.5,6325.485,720,28086,5019.35,16,2,2,360,1
2,1125,375,4217.5,925,4550,28086,200,1634,4,3,260.85,1
31,51424,1254.24390243902,500,6325.485,50074,850,5019.35,29882,53,36,959.89641509434,2
6,6427.2,1071.2,427.2,4000,2000,28086,5019.35,1341,6,6,1071.2,2
2,1724,862,4217.5,6325.485,1724,28086,5019.35,373,2,2,862,2
7,148974,18621.75,4217.5,77500,50000,15000,6474,5815,241,79,618.149377593361,1
1,2391.25,478.25,4217.5,2391.25,4550,28086,5019.35,401,5,1,478.25,2
2,2400,480,1300,6325.485,4550,28086,1100,1418,9,4,266.666666666667,2
10,26278,1642.375,22228,6325.485,3950,28086,100,1936,20,9,1298.8,2
3,760,253.333333333333,280,6325.485,480,28086,5019.35,549,3,3,253.333333333333,2
3,15612.4,1734.71111111111,11607.75,6325.485,2000,2004.65,5019.35,2648,19,11,821.705263157895,1
3,2824,564.8,2100,6325.485,724,28086,5019.35,254,5,3,564.8,2
5,13157.5,692.5,12157.5,500,500,28086,5019.35,1818,20,6,657.875,1
6,32507.5,2500.57692307692,31357.5,6325.485,700,28086,450,3496,16,7,2030.595625,1
11,475617.87,15342.5119354839,3629.25,36043.62,6000,380945,49000,15190,344,176,1382.6100872093,2
2,2765.5,307.277777777778,1265.5,6325.485,4550,28086,1500,2781,13,3,212.730769230769,2
2,1730,576.666666666667,4217.5,6325.485,1000,28086,730,607,5,3,346.002,2
13,461799.22,7448.37451612903,26697.31,6325.485,3600,353500,78001.91,105776,312,75,1480.12570512821,2
3,24111.4,1205.57,21130,6325.485,4550,28086,2981.4,6444,24,6,1004.64166666667,2
3,1940.04,323.34,1100,6325.485,100,28086,740.04,789,6,3,323.34,2
3,6209.26,689.917777777778,2359.26,6325.485,4550,28086,3850,1961,12,2,517.438333333333,2
27,172075,4412.17948717949,26575,6325.485,121500,28086,24000,35701,65,23,2644.47584615385,2
4,5905,984.166666666667,3905,2000,4550,28086,5019.35,201,9,6,656.111111111111,1
26,328041.26,10581.9761290323,294000,6325.485,33104.45,28086,936.81,53455,106,52,3094.72905660377,2
1,400,200,4217.5,400,4550,28086,5019.35,21,2,1,200,1
2,748.75,249.583333333333,400,6325.485,4550,28086,348.75,585,3,3,249.583333333333,1
2,823.57,164.714,4217.5,723.57,4550,28086,100,165,5,2,164.714,1
49,751274.77,8943.74726190476,82024.77,133000,43750,225000,267500,75728,687,251,1093.55861717613,2
4,11068.5,922.375,3500,3963.5,4550,28086,3605,1324,16,9,691.76875,1
1,6164.5,684.944444444444,6164.5,6325.485,4550,28086,5019.35,621,9,1,684.944444444444,2
8,5316.54,312.737647058824,2665,6325.485,700,28086,1951.54,1063,21,10,253.168571428571,2
15,319320,13883.4782608696,4217.5,6325.485,10000,263720,45600,18962,472,133,676.525423728814,2
1,1250,416.666666666667,4217.5,1250,4550,28086,5019.35,33,3,1,416.666666666667,1
6,58538.64,3658.665,17108.64,6325.485,5000,15000,21430,5941,59,14,991.703728813559,2
4,2115,352.5,4217.5,625,720,28086,770,889,8,5,260.425,2
2,1650.5,550.166666666667,202.5,1448,4550,28086,5019.35,129,3,2,550.166666666667,1
2,1723,574.333333333333,4217.5,6325.485,1302.5,420.5,5019.35,1221,3,3,574.333333333333,2
2,11715,1952.5,11715,6325.485,4550,28086,5019.35,3822,6,2,1952.5,2
3,4165,1041.25,4217.5,3465,700,28086,5019.35,300,4,3,1041.25,1
4,18050,2578.57142857143,4217.5,6325.485,8300,1000,8750,21787,23,19,784.782608695652,2
2,4870.6,1217.65,270.6,4600,4550,28086,5019.35,144,4,2,1217.65,1
18,1354345.25,26045.1009615385,4217.5,259900,14000,191000,889445.25,90917,598,273,2264.79138795987,2
3,2086,231.777777777778,4217.5,1836,4550,28086,250,522,9,3,231.777777777778,1
2,700,350,4217.5,6325.485,700,28086,5019.35,220,2,2,350,1
1,7500,7500,4217.5,7500,4550,28086,5019.35,1557,1,1,7500,1
3,9315.4,1330.77142857143,1225,6325.485,1000,28086,7090.4,1646,11,7,846.854545454545,2
119,392726.14,1934.6115270936,146631.95,14246.1,126560,62788.09,42500,27715,237,102,1656.27164556962,2
2,2200,1100,1200,6325.485,1000,28086,5019.35,697,2,2,1100,1
23,700492.46,23349.7486666667,7094.46,1e+05,37000,489998,66400,168278,501,134,1398.09393213573,2
2,17816.67,5938.89,5000,6325.485,4550,28086,12816.67,6960,7,4,2545.23857142857,2
1,2842.65,710.6625,4217.5,2842.65,4550,28086,5019.35,55,4,1,710.6625,1
2,7150,2383.33333333333,900,6250,4550,28086,5019.35,1601,3,2,2383.33333333333,1
11,136000,12363.6363636364,18000,4000,14000,1e+05,5019.35,11229,48,15,2833.205,2
2,1115,557.5,4217.5,6325.485,114.5,28086,1000.5,208,2,2,357.25,2
5,7855,872.777777777778,4217.5,4945,390,28086,2520,457,22,13,293.703636363636,2
3,7507.46,1501.492,6059.46,6325.485,1448,28086,5019.35,3260,5,3,1501.492,2
4,16776.84,1290.52615384615,4976.84,6325.485,3500,8300,5019.35,2234,20,9,838.842,2
1,400,200,4217.5,400,4550,28086,5019.35,13,2,1,200,1
4,30830,5138.33333333333,270,6325.485,7000,28086,23560,6658,19,11,1622.63105263158,2
12,2281353.44,99189.28,4217.5,2077980.41,44724,150625,8024.03,76706,681,334,3350.00503671072,2
3,2800,933.333333333333,4217.5,6325.485,2800,28086,5019.35,75,3,3,933.333333333333,2
4,525,131.25,130,145,200,28086,50,134,4,3,131.25,2
117,4136768.12,23110.436424581,1020,634551.87,1208559,1696774.92,595862.33,90898,663,264,6282.7033785822,2
54,464362.55,6633.75071428571,230500,40372.55,40490,134000,19000,91849,345,174,1344.83084057971,2
26,1300757.51,44853.7072413793,300557.51,20000,353600,6e+05,26600,117930,195,60,6659.62030769231,2
2,621,310.5,4217.5,271,4550,28086,350,660,2,2,300.5,1
5,676832.03,37601.7794444444,26717.5,540000,4550,28086,109700,13431,165,93,4101.88109090909,2
6,12500.9,1562.6125,4217.5,6761.9,2475,28086,3264,746,22,16,567.586363636364,2
26,1957914.46,39957.4379591837,300714.46,1315000,37200,305000,5019.35,62823,492,188,3978.62544715447,2
28,132174.6,3776.41714285714,350,4589,57304,39931.6,30000,12882,55,38,2402.77672727273,2
1,200,200,4217.5,6325.485,200,28086,5019.35,3374,1,1,200,1
57,714900,11347.619047619,4217.5,6325.485,464600,224700,25600,51418,247,123,2894.3320242915,1
1,66800,16700,4217.5,6325.485,4550,28086,66800,2293,69,8,967.883333333333,2
3,1768,589.333333333333,320,6325.485,1448,28086,5019.35,112,3,3,589.333333333333,1
53,291200,5494.33962264151,4217.5,6325.485,41200,250000,5019.35,6782,502,483,774.630378486056,2
7,52325.03,2906.94611111111,825.6,4500,2700,28086,44299.43,9395,71,35,736.972253521127,2
69,109252.26,1255.77310344828,4217.5,40150,46552.26,2000,20550,17703,206,69,529.173398058252,2
2,11050,2210,4217.5,6325.485,1000,28086,10050,16791,7,5,2000,2
6,15260,1526,2500,6325.485,9550,28086,3210,1667,23,15,662.436956521739,2
11,46579.66,1863.1864,33809.66,6325.485,12770,28086,5019.35,6870,27,12,1722.15037037037,1
2,6403.55,582.140909090909,4870,6325.485,4550,28086,1533.55,465,14,4,457.396428571429,2
1,1756.64,585.546666666667,1756.64,6325.485,4550,28086,5019.35,709,3,1,585.546666666667,1
103,4805922.75,31827.3029801325,191977.08,930686.66,135857.9,3517401.11,30000,155278,2262,1127,2124.58657382847,2
2,400,200,4217.5,6325.485,400,28086,5019.35,2138,2,2,200,2
6,363985,18199.25,3e+05,50000,7700,1785,4500,7505,549,179,662.663551912568,1
1,200,200,4217.5,6325.485,200,28086,5019.35,1126,1,1,200,1
2,1100,550,4217.5,600,500,28086,5019.35,269,2,2,550,2
1,400,200,4217.5,400,4550,28086,5019.35,19,2,1,200,1
3,13222.5,1469.16666666667,13082.5,6325.485,4550,28086,140,2331,11,5,1198.86363636364,2
3,1730,346,1130,6325.485,600,28086,5019.35,378,5,3,346,1
4,2089,348.166666666667,1290,99,700,28086,5019.35,1015,6,4,348.166666666667,2
17,204897.5,3414.95833333333,57907.5,1e+05,19500,13000,14490,46905,160,91,1278.9208125,2
2,58509.75,642.964285714286,20009.75,6325.485,4550,28086,38500,12242,113,11,517.575663716814,2
21,158582.32,3236.37387755102,31845,70000,41870.6,28086,14866.72,20244,139,30,1107.38863309353,2
20,856481.23,18619.157173913,29385.98,6325.485,74000,753095.25,5019.35,45581,648,386,1320.26439814815,2
20,912000,39652.1739130435,80000,57000,326000,449000,5019.35,112684,451,168,2022.1123059867,2
14,382438.21,11589.0366666667,312038.21,6325.485,40300,28086,30100,3007,343,281,1114.68603498542,2
1,1087.5,543.75,1087.5,6325.485,4550,28086,5019.35,32,2,1,543.75,1
13,33780.8,1407.53333333333,4217.5,14344.8,19436,28086,5019.35,961,25,14,1350.368,2
1,5850,731.25,4217.5,5850,4550,28086,5019.35,1271,8,1,731.25,2
20,367950.65,12687.9534482759,8960,150000,106300,70930.65,31760,133575,85,50,4328.80776470588,1
4,1048,131,250,6325.485,80,28086,718,1735,6,4,174.666666666667,1
6,22860,2286,2250,10610,2500,4000,3500,18613,16,8,1428.63125,2
3,250,83.3333333333333,150,6325.485,100,28086,5019.35,564,3,3,83.3333333333333,2
3,6250,1562.5,4217.5,6325.485,5250,28086,1000,1166,11,9,568.218181818182,2
3,23137.67,964.069583333333,1100,16997.77,4550,28086,5039.9,2896,29,6,797.850689655172,2
3,3347.18,1115.72666666667,4217.5,6325.485,1787.18,1560,5019.35,2593,3,3,1115.72666666667,2
64,1088752.43,14712.8706756757,213352.43,5e+05,47400,28086,328000,87632,324,74,3360.22388888889,1
2,9560,1912,4217.5,9560,4550,28086,5019.35,1003,8,6,1185,1
29,892647,22888.3846153846,1e+05,120000,247700,203947,221000,60324,724,315,1232.93783149171,1
4,1226.5,245.3,427.5,99,700,28086,5019.35,424,5,4,245.3,2
1,1520,506.666666666667,4217.5,6325.485,4550,28086,1520,397,4,1,380,2
6,10490,1049,4217.5,6325.485,1950,8240,300,2896,44,18,238.022045454545,2
3,95000,31666.6666666667,4217.5,6325.485,50000,45000,5019.35,18666,147,32,646.258639455782,2
14,110402.5,5520.125,202.5,101400,8200,28086,600,3413,58,25,1903.49137931034,2
4,6411.5,712.388888888889,5687.5,6325.485,724,28086,5019.35,267,13,6,493.192307692308,1
2,1110.8,158.685714285714,4217.5,6325.485,125.8,28086,985,662,9,5,478.962222222222,2
7,13009.25,1084.10416666667,6467.5,3000,3541.75,28086,5019.35,771,16,8,813.078125,1
136,4503489.08,21651.3898076923,79502.06,2649300,92907.02,1675800,5980,310226,4560,3351,986.235651315789,2
1,110,55,4217.5,6325.485,110,28086,5019.35,109,1,1,110,1
39,605619.79,13764.0861363636,27963.31,420000,77200,45932.48,34524,118115,644,73,940.399409937888,2
1,3072,1024,3072,6325.485,4550,28086,5019.35,840,3,1,1024,2
44,171832.51,3182.08351851852,9311.31,105000,51521.2,1000,5000,30044,183,55,938.973442622951,2
1,8000,8000,4217.5,8000,4550,28086,5019.35,1436,4,3,1993.475,1
1,350,350,4217.5,6325.485,350,28086,5019.35,62,1,1,350,1
57,2198453.67,13243.6968072289,27502.86,650000,161281.81,849669,510000,113547,754,268,2915.71413793103,2
10,15543.09,863.505,8193.09,6325.485,4250,28086,3100,2746,28,15,554.996071428571,2
105,1360633.65,11530.7936440678,4217.5,410000,72513.33,862934.32,14986,102669,480,185,2833.58002083333,2
3,14090,1083.84615384615,8750,4860,480,28086,5019.35,552,31,7,454.379032258065,1
32,1326380.24,14575.607032967,58776.4,316181.82,95700,641850,213872.02,65641,731,349,1814.11477428181,2
6,426457.51,47384.1677777778,557.51,6325.485,2e+05,206400,19500,84474,152,95,2805.07848684211,2
3,18055,1289.64285714286,9620,6325.485,450,28086,7985,4138,20,8,902.3295,2
8,28966.12,1931.07466666667,2476.84,6325.485,11700,12489.28,2300,4225,41,13,706.489268292683,2
70,1008888.52,4873.85758454106,29900,6325.485,528153.52,445135,5700,93653,889,122,1134.85772778403,2
3,2577,515.4,4217.5,6325.485,2577,28086,5019.35,1859,13,4,198.076923076923,2
3,14000,2800,500,5000,4550,28086,8500,843,18,10,774.044444444444,1
1,1756.64,585.546666666667,1756.64,6325.485,4550,28086,5019.35,84,3,1,585.546666666667,1
5,20306.53,2900.93285714286,14406.53,6325.485,4400,28086,1500,1938,10,6,2030.653,2
2,1448,724,4217.5,6325.485,1448,28086,5019.35,52,2,2,724,1
3,1394,87.125,894,6325.485,500,28086,5019.35,500,16,3,87.125,1
99,2789735.1,16605.5660714286,43600.77,879751.33,220550,1577164,68669,93450,3749,2352,744.119047746066,2
1,904.04,150.673333333333,904.04,6325.485,4550,28086,5019.35,19,6,1,150.673333333333,1
2,10245.05,1138.33888888889,645.05,6325.485,4550,28086,9600,1999,26,15,393.56,2
16,144222.35,2364.30081967213,126622.35,6325.485,14400,3200,5019.35,398087,68,18,2120.31102941176,2
11,274302.98,14436.9989473684,1801.74,132516.64,19500,118500,1984.6,9076,300,157,914.2613,2
4,58724.98,4194.64142857143,48274.98,6325.485,5750,28086,4700,779,60,36,942.099666666667,2
5,15543.1,1195.62307692308,2090,286.1,8707,28086,4460,1315,22,9,706.504545454545,2
8,9650,1072.22222222222,4217.5,6325.485,8550,1100,5019.35,3701,20,7,480.49,2
24,1377800.42,23755.1796551724,137211.04,6325.485,176465,1063356.94,767.44,34109,755,464,1824.40875496689,2
5,7313.19,1044.74142857143,4569.19,6325.485,2724,28086,20,584,7,5,1044.74142857143,2
2,7780,1296.66666666667,7780,6325.485,4550,28086,5019.35,4428,6,2,1296.66666666667,1
1,150,150,4217.5,6325.485,150,28086,5019.35,154,1,1,150,2
1,205.13,205.13,4217.5,205.13,4550,28086,5019.35,1669,1,1,205.13,2
4,116200,8938.46153846154,4217.5,6325.485,4550,111200,5000,10891,163,40,712.904294478528,2
5,11802.04,694.237647058824,6937.25,4618.79,4550,246,5019.35,1371,17,5,694.237647058824,1
26,1225075.56,9351.72183206107,40659.41,690000,59500,429461.89,5454.26,72013,263,107,4658.08197718631,2
1,5598,933,5598,6325.485,4550,28086,5019.35,213,7,3,799.714285714286,1
38,116861.04,2247.32769230769,70656.93,6325.485,23620,18700,3884.11,16451,132,67,885.950151515152,2
136,998330.88,6525.03843137255,2830,30000,737130.88,188870,39500,67459,587,387,1700.73403747871,2
10,54624,2874.94736842105,2354,6325.485,7800,44470,5019.35,3868,97,38,561.192680412371,2
6,19762.5,581.25,18963.5,99,700,28086,5019.35,1959,34,6,581.25,2
5,11450,1145,5650,6325.485,5800,28086,5019.35,15500,12,6,954.166666666667,2
20,12900,586.363636363636,4217.5,6325.485,7800,1600,3500,2327,23,20,560.869565217391,1
2,50233.17,25116.585,4217.5,50000,233.17,28086,5019.35,6140,22,20,2293.65181818182,2
5,18389,3677.8,4217.5,589,9000,5000,3800,39625,10,6,2794.73,2
21,92686.81,2505.04891891892,23716.96,5000,42400,1569.85,20000,35854,100,58,926.8681,1
8,42085.31,2630.331875,4217.5,32620,5415.31,28086,4050,5187,101,25,416.686237623762,1
6,6040.6,755.075,2040.6,4000,4550,28086,5019.35,834,8,6,755.075,2
9,383806.54,11993.954375,32107,619,4550,236960,113694.55,3262,239,124,1605.88510460251,2
2,100025.94,10002.594,90,6325.485,4550,28086,99935.94,604,42,25,2381.66595238095,2
23,120644.46,1723.49228571429,45904.46,6325.485,53000,11740,10000,33724,165,43,731.178424242424,2
64,3523080,37882.5806451613,5e+05,2243080,159000,621000,5019.35,101924,1080,580,3260.19967592593,2
5,4568.5,652.642857142857,2273.5,6325.485,2000,295,5019.35,226,7,6,652.642857142857,1
2,1500,500,500,6325.485,1000,28086,5019.35,368,3,2,500,2
1,250,250,4217.5,6325.485,250,28086,5019.35,156,1,1,250,1
7,91783.33,10198.1477777778,51083.33,6325.485,40000,700,5019.35,17533,92,50,997.644891304348,2
5,5737.67,409.833571428571,1746.67,6325.485,991,28086,3000,431,14,5,404.905,2
4,6394.02,913.431428571429,4217.5,2754.02,3640,28086,5019.35,21,7,4,913.431428571429,1
2,100,50,4217.5,6325.485,100,28086,5019.35,17,2,2,50,1
3,424412.46,53051.5575,4217.5,302912.46,6000,28086,115500,6241,23,13,18452.7156521739,2
5,91024,5689,300,41020,49704,28086,5019.35,295,61,23,1492.19672131148,1
6,526268.15,40482.1653846154,4217.5,6325.485,120000,92238.15,314030,50658,48,19,11688.7116666667,2
1,50,50,50,6325.485,4550,28086,5019.35,107,1,1,50,2
51,834160.31,7253.56791304348,10301.68,5192,193138,625528.63,5019.35,42525,740,605,1126.71756756757,2
1,783,111.857142857143,783,6325.485,4550,28086,5019.35,552,7,1,111.857142857143,2
1,1000,1000,4217.5,6325.485,4550,28086,1000,1969,2,2,500,2
2,497.3,99.46,497.3,6325.485,4550,28086,5019.35,284,5,2,99.46,2
11,56799.51,2271.9804,42119.51,6325.485,2900,5680,6100,14568,60,33,946.6585,2
4,1686.63,210.82875,490.17,896.46,300,28086,5019.35,696,8,4,210.82875,2
3,5071.69,1014.338,1357.5,3414.19,4550,28086,300,7057,5,3,1014.338,2
1,8014.46,1335.74333333333,8014.46,6325.485,4550,28086,5019.35,741,6,1,1335.74333333333,1
1,8795.53,732.960833333333,4217.5,8795.53,4550,28086,5019.35,568,12,1,732.960833333333,1
4,3490,218.125,2840,6325.485,650,28086,5019.35,512,16,4,218.125,2
5,10632.5,966.590909090909,952.5,6325.485,3500,28086,6180,1712,15,6,703.356666666667,2
3,10859.53,1809.92166666667,1849.53,3000,4550,28086,6010,342,14,8,773.65,1
2,600,300,4217.5,6325.485,600,28086,5019.35,44,2,2,300,1
3,6245.18,780.6475,1972.5,4272.68,4550,28086,5019.35,3299,8,3,780.6475,2
3,24664.7,3523.52857142857,4217.5,6325.485,11760.3,28086,12904.4,5126,21,11,1174.50952380952,2
5,21900,2190,4217.5,200,200,20000,1500,1244,32,23,684.375,1
4,10177.5,1696.25,4177.5,6325.485,6000,28086,5019.35,373,6,4,1696.25,2
19,102499.84,3534.47724137931,3733.33,79500,13100,28086,6166.51,33929,113,76,906.964690265487,1
23,48738.28,1433.47882352941,5665,910,19663.28,28086,22500,10418,35,19,1392.52228571429,2
5,5968.93,663.214444444444,4988.93,6325.485,980,28086,5019.35,905,9,5,663.214444444444,2
3,2260,452,1560,6325.485,700,28086,5019.35,157,5,3,452,2
9,12600,1260,4217.5,6325.485,4600,28086,8000,269,19,12,662.389473684211,2
3,8039.75,669.979166666667,6739.75,6325.485,500,28086,800,1867,19,5,422.934210526316,2
10,1262000,90142.8571428571,4217.5,1e+06,82000,180000,5019.35,123317,138,23,9144.92753623188,2
5,15445.34,1404.12181818182,4740,5900,3200,28086,1605.34,425,13,9,1188.10307692308,2
8,33437.5,1759.86842105263,15767.5,6325.485,1500,1200,14970,1815,29,14,1157.15724137931,1
2,661.95,330.975,300,6325.485,361.95,28086,5019.35,105,2,2,330.975,2
4,2010.89,335.148333333333,814.43,896.46,300,28086,5019.35,2458,6,4,335.148333333333,1
11,7680,590.769230769231,2930,6325.485,4750,28086,5019.35,16085,13,11,590.769230769231,2
13,742259.17,19533.1360526316,34759.17,539500,68000,1e+05,5019.35,123686,257,53,2865.85918287938,2
3,108967.26,5188.91714285714,21037.82,79396.11,8533.33,28086,5019.35,4771,66,32,1744.80696969697,2
3,3968.18,136.833793103448,4217.5,3402.4,60,28086,505.78,972,34,5,113.662647058824,2
5,5836.99,530.635454545455,2841.29,6325.485,2360,28086,635.7,2492,13,7,448.999230769231,2
