"quantidade_doadores","total_receita","media_receita","recursos_de_outros_candidatos.comites","recursos_de_partidos","recursos_de_pessoas_físicas","recursos_de_pessoas_juridicas","recursos_proprios","votos","quantidade_despesas","quantidade_fornecedores","media_despesa","sexo"
3,3473,868.25,2025,6325.485,724,724,5019.35,546,4,3,868.25,2
2,480,240,4217.5,6325.485,480,28086,5019.35,85,2,2,240,1
6,1199.71,85.6935714285714,4217.5,469.71,480,28086,250,1083,14,6,85.6935714285714,2
3,2420,302.5,1120,6325.485,4550,28086,1300,1688,11,5,615,2
4,11576,1286.22222222222,8732.25,2343.75,500,28086,5019.35,120,23,16,503.304347826087,1
2,7687,960.875,4217.5,6325.485,4550,500,7187,8710,48,12,160.145833333333,2
12,157112.21,5417.6624137931,18495.75,896.46,28920,4900,103900,15482,171,49,918.245029239766,2
2,378000,94500,4217.5,378000,4550,28086,5019.35,6859,81,29,4659.26888888889,2
13,10045.24,717.517142857143,2785.24,3000,3960,28086,300,2424,13,9,772.048461538462,2
13,494494.39,13735.9552777778,187863.5,6325.485,196100,63000,47530.89,39074,543,481,910.671068139963,2
7,6902.7,530.976923076923,4217.5,6325.485,3000,3442.8,459.9,6283,13,8,530.976923076923,2
20,466999.26,11119.03,4217.5,230000,6900,166499.26,63600,101452,219,48,2132.35301369863,2
2,500,250,4217.5,6325.485,250,250,5019.35,103,2,2,250,1
1,1152.9,164.7,1152.9,6325.485,4550,28086,5019.35,461,7,1,164.7,2
11,40533.41,1558.97730769231,8633.2,6325.485,1200,21600,9100,5157,38,17,1056.49736842105,2
2,700,350,4217.5,6325.485,700,28086,5019.35,5,2,2,350,1
5,54711.62,5471.162,30361.62,6325.485,4550,28086,24350,2744,20,8,2735.581,2
3,1440,480,4217.5,840,600,28086,5019.35,382,3,3,480,1
2,8483.75,771.25,6523.75,1960,4550,28086,5019.35,1504,15,6,565.583333333333,1
3,15284.46,1528.446,13084.46,6325.485,2200,28086,5019.35,3445,12,4,1273.705,2
3,31303.42,1490.63904761905,31300,6325.485,4550,28086,5019.35,9476,34,13,922.918529411765,2
17,47480,2792.94117647059,950,6325.485,24700,21830,5019.35,15037,109,42,435.596330275229,2
2,6190.85,1238.17,180,6325.485,4550,28086,6010.85,458,28,7,224.729642857143,1
3,45950,7658.33333333333,4217.5,30000,300,28086,15650,1634,30,19,1531.36666666667,2
3,6524.25,1087.375,4217.5,3134.25,4550,28086,3390,1040,8,5,815.53125,2
18,63678.77,2547.1508,18825,6325.485,22637.77,400,21816,10372,64,36,994.98078125,2
3,13150,3287.5,4217.5,5000,4550,3100,5050,1495,32,10,409.4234375,2
7,624089.53,39005.595625,4347.83,248950,14440,275000,81351.7,42353,465,334,1341.948,2
185,663616,2962.57142857143,4217.5,5000,325525,281500,37000,58865,656,368,1011.60974085366,2
7,6640.5,664.05,890.5,6325.485,5050,28086,700,771,13,8,510.807692307692,2
3,700,233.333333333333,4217.5,6325.485,100,28086,600,1866,3,3,233.333333333333,2
3,2103.9,525.975,1103.9,6325.485,500,28086,500,157,4,3,525.975,2
2,2750,1375,4217.5,6325.485,2750,28086,5019.35,80,2,2,1375,2
2,2250000,281250,4217.5,2100000,4550,150000,5019.35,150565,431,241,5220.41712296984,2
8,16348,1816.44444444444,4217.5,6325.485,13948,28086,2400,1376,20,9,817.4,2
4,14124,2354,8264,4860,500,28086,500,1335,20,8,706.2005,2
1,662.5,331.25,662.5,6325.485,4550,28086,5019.35,457,2,1,331.25,2
3,4825,536.111111111111,2895,6325.485,4550,28086,1930,2780,11,5,438.636363636364,2
3,1016.93,127.11625,300.93,450,4550,28086,266,1061,8,3,127.11625,2
3,23523.64,5880.91,4217.5,6325.485,850,28086,22673.64,1734,28,4,840.13,2
15,1251969.37,28453.8493181818,9269.6,353986,252700,255000,381013.77,51561,1093,632,1153.30338517841,2
5,4966.93,496.693,916.93,3600,450,28086,5019.35,574,23,17,215.95347826087,2
6,28259.62,1766.22625,15211.52,13046.1,4550,28086,2,324,38,27,743.616842105263,1
11,18925,1051.38888888889,1075,6325.485,5850,10000,2000,2929,44,33,683.953409090909,2
4,1050,262.5,400,200,450,28086,5019.35,247,4,4,262.5,2
2,9301,1860.2,4217.5,5951,4550,28086,3350,842,13,7,715.461538461538,1
2,2987,331.888888888889,2635,6325.485,4550,28086,352,292,11,3,271.545454545455,1
1,400,200,4217.5,400,4550,28086,5019.35,337,2,1,200,2
56,681219.36,10167.4531343284,101500,6325.485,348436.71,222000,5578.05,14615,417,152,1633.59035971223,2
2,1448,724,4217.5,6325.485,1448,28086,5019.35,163,2,2,724,1
52,577766.52,7407.26307692308,54390,220000,159376.52,124000,20000,57105,267,77,2167.66625468165,2
2,208.86,104.43,8.86,6325.485,200,28086,5019.35,62,2,2,104.43,1
5,5880,1176,4217.5,6325.485,2400,3480,5019.35,180,7,7,840,1
6,38740.85,4304.53888888889,428,6325.485,18962.85,28086,19350,761,41,17,943.956585365854,2
5,42742.15,2374.56388888889,35723.75,6325.485,5000,28086,2018.4,9536,31,18,1378.77903225806,2
60,6244292.85,31066.1335820896,1227193.8,2869000.01,214704,1920395.04,13000,138286,2808,2350,2223.61599002849,2
3,255561.55,15972.596875,255560,6325.485,4550,28086,1.55,10039,83,30,3079.05481927711,2
7,9609.61,960.961,3314.61,4000,2000,295,5019.35,146,10,8,960.961,1
3,4400,400,4217.5,1790,4550,28086,2610,333,14,7,313.785714285714,2
15,250896.62,12544.831,4217.5,60000,26000,164896.62,5019.35,4590,352,135,698.473977272727,2
26,343004.4,7297.96595744681,52410,6325.485,66763.8,189700,34130.6,150213,373,90,919.582922252011,2
2,3009.5,752.375,1897.5,6325.485,4550,28086,1112,659,7,2,429.785714285714,1
2,600,300,4217.5,6325.485,600,28086,5019.35,452,2,2,300,1
14,8870,443.5,905,1515,5150,1000,300,4319,21,15,422.381428571429,2
6,6550,727.777777777778,2400,6325.485,1800,830,1520,533,9,6,725.555555555556,2
16,222852.8,7428.42666666667,4764.76,181.82,95988.64,15804.8,106112.78,9585,190,82,1172.65226315789,2
12,27095.24,1593.83764705882,750,6325.485,8800,28086,17545.24,1930,35,12,771.003714285714,1
3,31155,7788.75,1155,10000,20000,28086,5019.35,2924,39,11,798.846153846154,2
9,82358,6863.16666666667,4217.5,6325.485,22908,57450,2000,5857,16,12,5147.15,2
2,11711.15,1171.115,4217.5,1011.15,4550,10700,5019.35,846,19,9,615.434210526316,2
2,600,300,4217.5,6325.485,600,28086,5019.35,110,2,2,300,1
4,11300,2825,4217.5,6325.485,1300,8000,2000,2357,21,7,534.661904761905,2
4,2000,500,4217.5,6325.485,2000,28086,5019.35,2007,10,8,200,2
28,413800,12931.25,4217.5,6325.485,83300,298500,32000,7564,80,28,5170.40625,2
20,7265.07,259.466785714286,4217.5,6325.485,2490.3,28086,5019.35,4465,30,14,242.129,2
13,137497.42,5499.8968,4217.5,5000,21266,80000,31231.42,5281,75,29,1833.29893333333,2
15,201569.31,7465.53,4217.5,12304.51,79264.8,28086,110000,9048,141,63,1428.76588652482,2
4,17691.48,1263.67714285714,12983.84,4707.64,4550,28086,5019.35,686,14,4,1263.67714285714,1
3,4877.2,1625.73333333333,277.2,4000,4550,28086,600,194,4,4,1219.3,2
14,34716.83,1509.42739130435,1788.8,6325.485,22248,5040,5640.03,5551,64,14,542.45046875,2
8,7895.5,657.958333333333,4217.5,1087.5,3308,500,3000,1645,12,9,637.125,1
5,17895,1988.33333333333,12615,6325.485,1500,28086,3780,1113,14,9,1275.64285714286,2
7,16326,2040.75,8176,6325.485,5850,28086,2300,4706,14,8,1166.14285714286,2
1,700,350,4217.5,6325.485,4550,28086,700,1362,3,2,233.333333333333,2
1,660,330,4217.5,660,4550,28086,5019.35,30,2,1,330,2
1,2406.89,343.841428571429,4217.5,2406.89,4550,28086,5019.35,234,7,1,343.841428571429,1
4,24444.5,2444.45,1332.5,14112,3000,28086,6000,952,20,9,1221.2955,2
59,1783431.13,11077.2119875776,674654.88,950300,66976.25,89000,2500,58766,1114,861,1598.62383303411,2
6,4277,611,2745,442,1090,28086,5019.35,706,7,6,611,1
17,126286.67,4209.55566666667,4217.5,6325.485,53600,23686.67,49000,9432,50,26,2524.6124,2
2,4028,1007,2028,2000,4550,28086,5019.35,28,5,3,809.28,2
4,3900,557.142857142857,4217.5,6325.485,2700,1200,5019.35,1912,16,7,243.75,2
2,6310,1577.5,4217.5,1110,4550,28086,5200,1415,13,4,506.923076923077,2
3,6277.17,1046.195,877.25,5399.92,4550,28086,5019.35,491,6,3,1046.195,1
73,365774,4406.9156626506,4217.5,30000,167424,134000,34350,14271,148,88,2471.44594594595,2
13,30201.59,1161.59961538462,6468,6325.485,21733.59,28086,2000,4349,32,9,943.7996875,2
8,5730,573,4217.5,6325.485,4730,28086,1000,1034,14,6,409.239285714286,1
4,111029,7930.64285714286,4217.5,6325.485,47950,18920,44159,2154,87,26,1276.19528735632,1
3,3526,587.666666666667,3026,6325.485,500,28086,5019.35,5381,7,4,646.571428571429,2
10,180363.5,5636.359375,74943.5,95000,10420,28086,5019.35,11724,121,55,1490.12198347107,2
6,14100,2014.28571428571,4217.5,3500,10600,28086,5019.35,4044,31,14,442.617741935484,2
2,1043,521.5,4217.5,228,4550,28086,815,531,2,2,514,2
1,1017.2,169.533333333333,1017.2,6325.485,4550,28086,5019.35,174,6,1,169.533333333333,1
17,1101180,39327.8571428571,4217.5,997500,68050,14000,21630,69645,474,243,2323.12257383966,2
7,8150,905.555555555556,500,6325.485,2500,3000,2150,2265,18,14,452.777777777778,2
67,1622711.06,18868.733255814,9817,287094.46,87961,1235305.4,2533.2,106676,1050,501,1545.4391047619,2
5,15118.34,1374.39454545455,13718.34,800,600,28086,5019.35,6239,11,5,1374.39454545455,2
2,4605,1151.25,205,4400,4550,28086,5019.35,659,4,2,1151.25,2
13,34918.76,2054.04470588235,4217.5,10700,14473.51,4745.25,5000,6574,29,15,1204.09517241379,2
1,2500,2500,4217.5,2500,4550,28086,5019.35,145,3,3,833.333333333333,1
1,2000,2000,4217.5,6325.485,2000,28086,5019.35,281,1,1,2000,1
3,1900,380,4217.5,6325.485,600,28086,1300,653,15,7,126.666,2
33,1461356.66,25637.8361403509,4217.5,1289000,86390,20800,65166.66,140839,965,230,1511.15015544041,2
7,320988.75,16894.1447368421,7588.75,56400,4550,20000,237000,19273,147,101,2183.59693877551,2
98,2134926.67,6099.79048571429,533193.97,445000,358560,652142.7,145800,169834,1518,903,1406.40755599473,2
4,1949,278.428571428571,1225,6325.485,724,28086,5019.35,652,7,4,278.428571428571,2
6,112106.91,9342.2425,33145.3,6325.485,19811.61,28086,59150,15384,73,56,1535.71109589041,1
3,700,233.333333333333,4217.5,6325.485,600,28086,100,2503,3,3,233.333333333333,2
18,256589,10263.56,31924,2e+05,20400,4265,5019.35,5306,60,30,4274.58016666667,2
22,281845.04,4473.73079365079,92161,75000,29400,1000,84284.04,8539,195,87,1445.35917948718,2
3,150560,11581.5384615385,4217.5,148810,1750,28086,5019.35,922,221,128,680.945701357466,2
2,7160,1432,4217.5,5000,4550,28086,2160,1110,6,5,1193.33333333333,2
4,7914.38,565.312857142857,4217.5,1704.5,300,28086,5909.88,5436,20,13,395.719,2
3,4941.5,549.055555555556,4217.5,6325.485,724,28086,5019.35,403,9,3,549.055555555556,2
1,7368.4,1052.62857142857,4217.5,6325.485,4550,28086,7368.4,2467,11,3,669.854545454545,2
35,1861367.42,35120.14,4217.5,1765000,48450,28086,47917.42,91669,299,130,6225.30909698997,2
3,2150.5,537.625,1300,6325.485,330,28086,520.5,928,4,3,537.625,2
12,348511.36,13404.2830769231,4825.36,2e+05,49000,50200,44486,19268,44,16,7920.71272727273,2
7,295300,32811.1111111111,4217.5,230000,1000,46300,18000,37776,147,106,2008.84353741497,1
34,18694.3,505.251351351351,4217.5,6325.485,12920,5774.3,5019.35,7274,37,34,505.251351351351,1
7,14326.14,1023.29571428571,4217.5,6325.485,8206.14,28086,6120,5024,17,11,842.714117647059,2
2,1300,650,4217.5,6325.485,1300,28086,5019.35,2220,2,2,650,2
6,6550.62,503.893846153846,4100.62,6325.485,1500,28086,950,2292,16,8,409.41375,2
4,13867.05,1733.38125,2867.05,6325.485,1500,28086,9500,3273,9,6,1201.21666666667,2
9,105756.81,5287.8405,24105.81,41650,25001,15000,5019.35,14831,90,71,1174.78455555556,2
17,21875.5,1151.34210526316,587.5,6325.485,15288,28086,6000,2933,26,20,841.365384615385,2
8,12059.25,709.367647058824,420,5069.25,3100,28086,3470,4822,30,12,401.975,2
2,2412.18,1206.09,4217.5,6325.485,2412.18,28086,5019.35,355,2,2,1206.09,1
4,8100,2025,2500,6325.485,600,28086,5000,739,14,7,578.571428571429,2
12,60445.04,959.445079365079,30945.05,6325.485,19500,28086,9999.99,12012,111,30,544.54990990991,2
68,398471.59,4331.21293478261,12710,95000,124185.86,136575.73,30000,63060,215,55,1853.13855813953,2
34,209791.88,2140.73346938776,49791.78,3846.1,87100,2454,66600,11781,317,68,661.666813880126,2
1,660,330,4217.5,660,4550,28086,5019.35,157,2,1,330,2
1,1000,1000,4217.5,6325.485,4550,28086,1000,2288,1,1,250,2
3,730,243.333333333333,130,6325.485,300,28086,300,377,3,3,243.333333333333,1
8,746398.16,46649.885,41525,650000,10000,20000,24873.16,27116,398,238,1875.37226130653,1
51,213305.01,3496.80344262295,4347.83,6325.485,95750,83207.18,30000,17498,155,121,1375.9455483871,1
3,2407218.1,171944.15,4217.5,2400000,4550,28086,2500,63706,633,534,3802.87218009479,2
1,2540,508,2540,6325.485,4550,28086,5019.35,791,5,1,508,2
3,112125,22425,4217.5,111875,250,28086,5019.35,9557,23,18,4874.08217391304,1
86,4591009.55,21254.6738425926,235894.02,2026400,391426,1903260,34029.53,292848,3888,2594,1179.0556712963,2
1,3600,1800,3600,6325.485,4550,28086,5019.35,3110,2,1,1800,2
3,3226.25,537.708333333333,1122,6325.485,4550,2104.25,5019.35,370,6,3,537.708333333333,1
4,7725.42,454.436470588235,4217.5,2337.41,5182,28086,206.01,172,23,10,338.871739130435,2
2,500,250,4217.5,6325.485,500,28086,5019.35,715,2,2,250,1
1,150,150,150,6325.485,4550,28086,5019.35,502,1,1,150,1
1,1357.5,452.5,4217.5,6325.485,4550,1357.5,5019.35,354,3,1,452.5,2
1,3084,385.5,3084,6325.485,4550,28086,5019.35,1396,8,1,385.5,1
5,15687,2614.5,4217.5,6325.485,10448,3289,1950,2856,9,4,1743,2
65,107764.77,1184.22824175824,24408.38,3046.1,54268,28086,26042.29,9436,129,87,835.385813953488,2
5,2660,532,4217.5,228,2432,28086,5019.35,348,8,6,331.42,2
9,63599.53,1927.25848484848,44424.4,6325.485,13000,28086,6175.13,8191,104,25,621.149326923077,2
53,232464.65,3274.15,27000,94300,71960,28086,39204.65,48281,146,83,1591.12390410959,2
2,1448,724,4217.5,6325.485,1448,28086,5019.35,985,2,2,724,2
2,1048,131,783,6325.485,4550,28086,265,1427,10,3,104.14,2
1,390,390,4217.5,6325.485,4550,28086,390,2044,2,1,195,2
11,48820,1084.88888888889,18420,6325.485,28900,28086,1500,4164,72,16,678.055555555556,2
4,1430,178.75,150,580,700,28086,5019.35,156,8,4,178.75,2
1,1400,700,4217.5,1400,4550,28086,5019.35,146,2,1,700,2
4,1187.5,237.5,787.5,6325.485,400,28086,5019.35,760,5,4,237.5,2
2,1467.26,293.452,1467.26,6325.485,4550,28086,5019.35,337,5,2,293.452,1
3,14635.26,2927.052,1635.26,13000,4550,28086,5019.35,722,5,3,2927.052,1
2,4197.24,839.448,1197.24,6325.485,4550,28086,3000,963,5,2,839.448,2
44,2592295.31,23354.0118018018,1564615.08,6325.485,620680.23,360000,47000,90888,2049,995,1265.13096632504,2
4,8450,1207.14285714286,4217.5,8000,450,28086,5019.35,374,25,11,337.998,1
4,4000,1000,1600,6325.485,1800,28086,600,322,5,4,800,2
122,504473,3318.90131578947,4217.5,199972,147810,108191,48500,45559,121,81,5188.20487603306,2
7,16358,1817.55555555556,1578,6325.485,13500,28086,1280,431,22,9,742.732727272727,2
5,6564,729.333333333333,1000,4326,724,28086,514,1317,25,10,262.56,1
6,4976,497.6,732.25,2343.75,1300,28086,600,2199,11,7,448.581818181818,2
6,19818.43,1101.02388888889,125,145,548.43,28086,19000,802,22,11,900.837727272727,2
1,12152.9,1104.80909090909,12152.9,6325.485,4550,28086,5019.35,351,78,50,155.80641025641,2
5,4558.05,506.45,3758.05,6325.485,800,28086,5019.35,685,9,5,506.45,2
6,4378.58,625.511428571429,276.08,1302.5,2700,28086,100,981,7,6,625.511428571429,1
24,265500,9833.33333333333,50000,130000,45500,30000,10000,21108,138,28,1912.46449275362,1
6,2830,353.75,4217.5,6325.485,2700,28086,130,1113,8,6,353.75,1
15,59564.04,2290.92461538462,36504.04,6325.485,17660,5000,400,4226,58,34,1026.39724137931,2
2,52319.07,5813.23,2319.07,50000,4550,28086,5019.35,1377,18,5,2906.615,1
6,42434.32,2496.13647058824,8576.25,2000,150,20000,11708.07,2488,31,10,1368.84903225806,2
1,455,91,455,6325.485,4550,28086,5019.35,553,5,1,91,2
4,1565.46,260.91,369,896.46,300,28086,5019.35,314,6,4,260.91,2
5,2341.48,390.246666666667,4217.5,6325.485,2239.88,28086,101.6,224,4,4,585,2
10,77365.5,4298.08333333333,14510,40000,9850,1500,11505.5,4793,104,51,743.899038461538,2
2,3646.84,405.204444444444,2336.84,6325.485,4550,1310,5019.35,664,9,2,405.204444444444,2
2,6000,3000,4217.5,6325.485,6000,28086,5019.35,30,2,2,3000,1
1,100.4,50.2,100.4,6325.485,4550,28086,5019.35,672,2,1,50.2,1
4,1543.06,308.612,743.06,6325.485,800,28086,5019.35,308,5,4,308.612,2
4,10950,1368.75,4217.5,3000,4000,28086,3950,1661,10,6,1095,2
9,74204,2968.16,4353.75,6325.485,39000,5000,25850.25,26324,127,55,584.283464566929,2
4,35127.5,5854.58333333333,32627.5,6325.485,4550,2500,5019.35,1022,33,18,1048.71818181818,2
2,480,240,4217.5,6325.485,480,28086,5019.35,30,2,2,240,1
2,9206.7,836.972727272727,405,8801.7,4550,28086,5019.35,881,58,13,165.718965517241,2
4,3363.2,672.64,519.45,2343.75,500,28086,5019.35,124,5,4,672.64,1
12,189487.12,15790.5933333333,60000,106943.12,13544,28086,9000,17450,68,25,2785.82794117647,2
8,104000.64,11555.6266666667,17466.67,6325.485,63033.97,13500,10000,6552,22,12,4727.30181818182,2
4,1136.5,284.125,337.5,99,700,28086,5019.35,146,4,4,284.125,1
5,6225.5,478.884615384615,4217.5,2975.5,1750,28086,1500,804,13,6,473.5,2
22,427325.42,8902.61291666667,258588.2,17400,54950.12,8400,87987.1,30968,276,233,1548.28050724638,1
2,1132.5,377.5,4217.5,1000,4550,28086,132.5,336,5,5,426.5,2
1,1332.5,444.166666666667,1332.5,6325.485,4550,28086,5019.35,251,3,1,444.166666666667,2
12,309373.4,20624.8933333333,4217.5,6325.485,40500,218642,50231.4,43091,136,76,2274.80433823529,2
2,24133.33,8044.44333333333,3733.33,6325.485,4550,28086,20400,4396,17,5,1417.16058823529,2
7,2617,237.909090909091,1120,6325.485,1210,28086,287,365,11,5,237.909090909091,2
10,37004,2312.75,514,5040,19550,28086,11900,17284,78,24,474.284358974359,2
8,284089,20292.0714285714,50000,180589,18500,35000,5019.35,23017,94,50,3021.49021276596,2
11,32564,1915.52941176471,4217.5,3000,10900,2500,16164,4518,36,17,904.555555555556,2
3,5086.5,635.8125,4362.5,6325.485,724,28086,5019.35,1452,8,3,635.8125,2
4,16208.45,1080.56333333333,5709.46,6325.485,1000,4999.99,4499,8357,12,5,921.538333333333,2
5,2147,306.714285714286,499,6325.485,1648,28086,5019.35,696,7,5,306.714285714286,2
6,6500,722.222222222222,930,6325.485,5120,28086,450,4346,14,6,463.671428571429,2
2,9150,1830,2900,6250,4550,28086,5019.35,1155,17,13,534.856470588235,1
5,41605,3782.27272727273,10455,6325.485,17100,2000,12050,6643,36,17,1155.68333333333,2
1,200,200,4217.5,6325.485,200,28086,5019.35,128,1,1,200,1
23,396180,11652.3529411765,4217.5,190000,73820,103000,29360,35455,312,176,1267.39349358974,1
10,800083.33,19049.6030952381,400043.33,388000,2040,28086,10000,65970,522,277,1532.66802681992,2
5,11623.4,1660.48571428571,1605,6325.485,10000,28086,18.4,595,27,15,430.496296296296,2
9,330325,30029.5454545455,4217.5,2e+05,58200,68875,3250,63371,25,13,13205.594,2
1,8164,907.111111111111,8164,6325.485,4550,28086,5019.35,1048,9,1,907.111111111111,2
7,116486.15,2647.4125,4217.5,101900.08,7190,350,7046.07,4638,215,61,541.796046511628,1
2,1300,650,4217.5,6325.485,1300,28086,5019.35,462,2,2,650,2
2,1834.44,305.74,4217.5,6325.485,530,28086,1304.44,1057,8,3,229.305,2
14,773577.78,48348.61125,4217.5,480000,3550,255000,35027.78,41226,193,49,4008.17502590674,2
1,2348.47,391.411666666667,4217.5,2348.47,4550,28086,5019.35,3908,6,1,391.411666666667,1
62,265237.72,3048.70942528736,1752.5,14000,133232.85,64552.37,51700,33559,322,256,823.719596273292,2
141,2713220,17172.2784810127,4217.5,1217400,264620,1214200,17000,162462,2467,1279,1046.8434819619,2
2,3000,600,1725,1275,4550,28086,5019.35,1038,5,2,600,2
13,20241.11,1445.79357142857,1111.11,5040,8000,28086,6090,593,14,13,1445.79357142857,1
6,9297,1162.125,696,6325.485,8400,28086,201,876,16,8,581.0625,2
1,557.5,139.375,557.5,6325.485,4550,28086,5019.35,88,4,1,139.375,1
156,780165.01,3920.42718592965,1525.01,6325.485,287690,425450,65000,121640,279,174,2794.49827956989,2
8,83829.6,6448.43076923077,4217.5,6325.485,5550,61679.6,16600,8126,30,12,2794.32,2
43,63750,1202.83018867925,4217.5,6325.485,31600,30650,1500,4900,110,62,579.545454545455,2
2,1433,358.25,1290,6325.485,4550,28086,143,386,6,2,286.5,2
1,10000,2500,4217.5,6325.485,4550,10000,5019.35,1198,1,1,10000,2
2,402.91,100.7275,300.93,101.98,4550,28086,5019.35,77,4,2,100.7275,2
2,116543.17,8324.51214285714,116443.17,6325.485,4550,28086,100,7306,70,39,1693.25442857143,2
1,1200,1200,4217.5,6325.485,4550,28086,1200,845,5,2,240,2
10,108156.64,7210.44266666667,21756.64,6325.485,56400,30000,5019.35,5902,114,53,948.715614035088,2
10,112359,2740.46341463415,92059,6325.485,9800,28086,10500,9322,98,24,1143.58346938776,2
6,5500,687.5,4217.5,6325.485,4700,28086,800,2142,17,9,323.53,1
1,2476.84,353.834285714286,2476.84,6325.485,4550,28086,5019.35,770,7,1,353.834285714286,2
5,18967.84,1185.49,12607.77,3046.1,2000,28086,1313.97,1045,17,7,998.108235294118,2
1,736.5,368.25,4217.5,6325.485,4550,28086,736.5,1074,6,3,122.75,2
5,9800,1960,4217.5,5000,3400,28086,1400,1095,17,10,576.470588235294,2
6,10312.71,937.519090909091,4217.5,6325.485,725,8102.71,1485,2872,11,7,937.519090909091,1
18,1153406.07,29574.5146153846,217406.07,3e+05,25370,582080,28550,69708,1547,971,768.647705235941,2
3,1900,633.333333333333,400,6325.485,1500,28086,5019.35,39,3,3,633.333333333333,1
16,191191.04,10621.7244444444,4217.5,6325.485,50781.5,97399.54,43010,125521,68,25,2811.455,2
24,47142.89,1096.34627906977,7730,6325.485,36970.93,250,2191.96,16914,81,24,582.010987654321,1
16,1278985,45678.0357142857,53335,878750,21400,325000,500,24628,395,263,3238.60040506329,2
12,33300,2220,4217.5,6325.485,3300,28086,30000,7449,35,18,739.206857142857,2
23,48598.31,1079.96244444444,2613.1,4000,21574,28086,20411.21,18664,62,26,759.650161290323,2
20,149074.63,4969.15433333333,4217.5,6325.485,111200,28086,37874.63,39904,39,19,3822.42641025641,2
3,6893.8,1378.76,533.8,1360,4550,28086,5000,5836,13,5,530.292307692308,2
3,3754,750.8,1604,6325.485,1500,28086,650,663,8,5,469.25,1
4,5183.92,1036.784,4203.92,6325.485,980,28086,5019.35,188,5,4,1036.784,1
1,2650,1325,4217.5,6325.485,4550,28086,2650,1325,14,11,189.285714285714,1
32,4342467.35,59485.854109589,13932.35,2742555,3000,1545480,37500,117542,1587,1313,2733.24768115942,2
32,99626.88,2621.76,47662,6325.485,31294,19670.88,1000,12935,132,86,754.655075757576,2
1,840,840,4217.5,840,4550,28086,5019.35,115,1,1,840,2
5,5886.9,735.8625,4906.9,6325.485,480,28086,500,641,8,5,735.8625,1
8,22695,1418.4375,1225,5000,7120,28086,9350,2360,25,15,907.0632,2
4,11963.5,996.958333333333,3500,4263.5,4200,28086,5019.35,992,14,7,852.278571428571,2
1,880,440,880,6325.485,4550,28086,5019.35,269,2,1,440,1
8,32029.08,1884.06352941176,13179.08,6325.485,8200,28086,10650,2010,21,13,1529.95619047619,2
4,19938.86,1993.886,8438.86,6325.485,1200,28086,10300,1610,9,6,2206.15111111111,2
1,2650,662.5,4217.5,2650,4550,28086,5019.35,739,4,1,662.5,2
4,4740,790,4217.5,290,550,28086,3900,283,6,4,790,2
142,2572639.07,13329.7361139896,24559.17,349500,722523.99,1466055.91,10000,113949,740,226,3476.34260810811,2
2,1448,724,4217.5,6325.485,1448,28086,5019.35,405,2,2,724,1
19,341088.66,10659.020625,65554.33,2383.33,81706,156445,35000,76148,123,33,2771.00642276423,2
8,121950,12195,110100,6325.485,5850,2000,4000,5871,61,43,1999.18032786885,2
5,2890.4,578.08,4217.5,6325.485,1020,28086,1870.4,1996,3,3,963.466666666667,2
4,6074,674.888888888889,5350,6325.485,724,28086,5019.35,816,16,10,379.625,1
7,165726.88,4603.52444444444,5912.5,150814.38,8000,28086,1000,16064,81,27,2045.87654320988,2
4,3934.3,491.7875,4217.5,6325.485,3570,28086,364.3,461,8,5,491.7875,2
4,3153.8,450.542857142857,1125,2000,4550,28086,28.8,119,7,3,450.542857142857,1
4,3490,218.125,2840,6325.485,650,28086,5019.35,800,16,4,218.125,1
2,6070,1517.5,4217.5,6325.485,1500,28086,4570,1201,6,5,1010.81666666667,2
10,1583454.91,98965.931875,4217.5,1380000,360,202038.88,1056.03,166427,553,179,2863.39045207957,2
3,14765,2109.28571428571,3345,6325.485,4550,28086,11420,2351,17,5,867.511176470588,2
2,600,300,4217.5,6325.485,200,28086,400,337,2,2,300,1
3,405224,101306,4217.5,400724,4550,28086,4500,464572,72,15,5627.52041666667,2
3,4822.5,1205.625,362.5,4000,4550,460,5019.35,446,4,3,1205.625,1
1,3026.5,302.65,3026.5,6325.485,4550,28086,5019.35,4143,10,1,302.65,2
3,2400.5,600.125,952.5,6325.485,1448,28086,5019.35,512,4,3,600.125,2
2,4517.76,501.973333333333,1517.76,6325.485,4550,28086,3000,525,9,2,501.973333333333,2
5,7090,590.833333333333,4365,6325.485,300,240,2185,3339,12,5,590.833333333333,2
3,820,164,4217.5,6325.485,200,620,5019.35,1935,5,3,164,2
4,6410.67,1602.6675,4110.67,6325.485,1000,28086,1300,444,6,6,1031.51166666667,1
42,846994.4,13234.2875,4217.5,353600,77600,173909.6,241884.8,25691,411,380,2014.58491484185,2
7,4894,407.833333333333,4217.5,1894,2000,28086,1000,240,22,12,222.454545454545,1
1,284,284,284,6325.485,4550,28086,5019.35,195,1,1,284,1
4,800,200,4217.5,6325.485,800,28086,5019.35,456,12,4,66.6666666666667,2
16,67823.86,2119.495625,1088,6325.485,18865.46,40000,7870.4,14984,58,19,1169.37689655172,2
4,34007.05,5667.84166666667,2507.05,6325.485,31500,28086,5019.35,10755,15,13,2267.60333333333,2
2,2000,1000,4217.5,6325.485,2000,28086,5019.35,247,2,2,1000,1
5,12605.67,1260.567,4217.5,6325.485,5530,28086,7075.67,4599,15,11,840.378,2
6,8413.58,934.842222222222,1111.08,1302.5,6000,28086,5019.35,396,9,6,934.842222222222,1
